index,place,price,time,about_trip,emi
108,mount abu,"21,700","
                            6 NIGHTS
                        ","
	On reaching Jaipur, check-in at your hotel and gear up for a wonderful day. Head to the famous
	On day two, you will first visit the spectacular
	It is time to bid farewell to the beautiful city of Udaipur and travel back to Jaipur. On reaching Jaipur, head to the airport to fly back home. 
	 "," 1,333
                            "
109,andaman and nicobar islands,"23,999","
                            3 NIGHTS
                        ","
	
		Fly in to Portblair. Yatra representative will meet and assist you at the Veer Savarkar Airport. Board the vehicles, drive to your hotel and check in.  
		The Cellular Jail  has a pride of place in India’s freedom struggle. Many a stalwart were imprisoned here. Declared a national memorial, this three storey prison constructed by Britishers in 1906, is a pilgrimage destination for freedom fighters. This colossal edifice has mutely witnessed the most treacherous of inhumane atrocities borne by the convicts, who were mostly freedom fighters.
		The day draws to a gentle close with the 
		Evening visit to 
	After waking up to another sunny morning. 
	
		After waking up to another sunny morning. 
	
		After breakfast at hotel, Check-out and transfer to the Portblair airport. This marks the culmination of a memorable trip to one of India’s natural wonders – the Andaman Islands."," 1,475
                            "
110,andaman and nicobar islands,"43,500","
                            5 NIGHTS
                        ","
	Fly in to Portblair. Yatra representative will meet and assist you at the Veer Savarkar Airport. Board the vehicles, drive to your hotel and check in.
	
		After Breakfast check-out from the hotel and Head to Havelock Island on board Cruise connecting the two islands!
	After waking up to another sunny morning, enjoy a yummy breakfast and head out. You’ll be spending another day on a different beach so don’t forget to take a fresh set of clothes and some drinking water. Known for its untouched beauty, Elephant Beach is one of the most popular beaches on the island. Thick green trees line a beach of shimmery white sand. This beach is the ideal spot for water activities including boating and snorkeling. The coral reefs are not too far from the shore and are known for their remarkable vibrancy. Later in the afternoon, head back to the hotel and enjoy shopping in the local market (on your own). Overnight at the Hotel.
	Today after breakfast, we drive you to the Havelock Jetty from where you sail to Neil Island on board another scenic cruise. Once at the Neil jetty, our Yatra representative will transport you to your hotel for check-in.
	
		Today after breakfast check-out from hotel and thereafter board the vehicles and drive to Neil Jetty. From here sail to Neil on board Cruise.
	
		After breakfast at hotel, Check-out and transfer to the Portblair airport. 
		 
		 "," 2,673
                            "
111,andaman and nicobar islands,"37,100","
                            6 NIGHTS
                        ","
	
		
	
		
	
		
	
		
	
		
	"," 2,280
                            "
112,andaman and nicobar islands,"31,249","
                            4 NIGHTS
                        ","
	
		
			Arrival at Port Blair Airport & move to the hotel with our envoy. Start the breathtaking trip to Corbyns Cove Beach, one of the most picturesque, coconut palm fringed beach, 7 kms away from Port Blair town, and to the Cellular Jail, a place of pilgrimage for all freedom loving people. One can also view the history of the heroic freedom struggle which is brought alive in a moving Light & Sound Show at the Cellular Jail.
	
		Early morning departure to Havelock Island (54 kms by sea from Port Blair). Enjoy your afternoon at the World Famous Radha Nagar Beach (Beach number 7). Overnight stay at respective Hotel / Resort at Havelock Island.
	
		
			Entire Morning at leisure. After checking out from the Resort by 0800 hrs, leave your baggage at the Reception of the Resort and proceed to Kala Pathar by road. Get a glimpse of various Resorts & Dive centers Enroute. Sail for Port Blair in the evening. Upon return from Havelock Island overnight stay at respective Hotel at Port Blair.
	
		Checkout from the hotel & drop at airport."," 1,920
                            "
113,andaman and nicobar islands,"33,567","
                            5 NIGHTS
                        ","
	
	
	
		
			The day’s program begins with the sightseeing tour in and around the city like Fisheries Museum (Aquarium) - exhibits species of marine life peculiar to the islands, Anthropological Museum - displays tribal essential and artefacts’, Naval Marine Museum (Samudrika) - gives a good retrospect of the history, shells, Corals marine life, geography and archaeology of these islands. 
	
		The voyage begins with a mesmerizing scrutiny in a boat to see under- water marine life and rarest varieties of corals by glass bottom boat in the North Bay. After North Bay, proceed to Ross Island, the erstwhile capital of Port Blair during the British regime. The island presently houses the ruins of old buildings like Chief Commissioner’s House, Government House, Church, Bakery, Press, Swimming Pool, Cemetery, etc. and all in dilapidated condition. Harbour through a steamer in a Harbour Cruise which includes a trip to tiny, serene, beautiful island called “VIPER ISLAND” where the gallows is a sight to watch. "," 2,063
                            "
114,andaman and nicobar islands,"26,550","
                            4 NIGHTS
                        ","
	
		On reaching the Port Blair airport, you are escorted to the hotel by Yatra’s envoy. Check in and rest for 
	
		The second day starts with a full-day trip to the famous Havelock Island. It is one of the largest and 
	
		
	
		This day begins with a tour around the city of Port Blair. First, view the different species of marine life of 
	
		Check out from the hotel and head to the airport for your journey back home, with memories of the "," 1,631
                            "
115,andaman and nicobar islands,"15,999","
                            4 NIGHTS
                        ","
	Arrive at Port Blair Airport, our representative will receive and escorted to your onward journey. Andaman known as beach destination and we proceed for Corbyn's Cove Beach - This beach is very nearer to the main city Port Blair in Andaman and Nicobar Islands. Beach has a lot of rejuvenation options like water sports and shacks/restaurant with tempting food and amazing view. Evening enjoy Light & Sound Show at Cellular Jail - Light and Sound Show at Cellular Jail where the saga of the freedom struggle brought alive. Overnight stay at Port Blair
	 "," 983
                            "
116,andaman and nicobar islands,"36,600","
                            6 NIGHTS
                        ","
	
	
	
	
		
			Entire day at leisure. Overnight stay at Resort (Optional trip on direct payment basis - “Discover Scuba” diving). Return back to resort in Havelock).
	
	"," 2,249
                            "
117,changla pass,"29,999","
                            4 NIGHTS
                        ","
	Post breakfast we drive on the Srinagar highway and start our Day by visiting the hall of fame - museum constructed by the Indian army, Gurudwara Patthar Sahib nestled deep in the Himalayas, which was built by the lamas of leh in 1517 to commemorate the visit of guru nanak dev. Further we experience the magnetic hill which defies the law of gravity. We stop at the confluence of the Indus and Zanskar rivers and later we drive back to the hotel in leh. Over night stay at the Hotel."," 1,843
                            "
